kanji,components,component_ids,radical,stroke_count,onyomi,onyomi_all,kunyomi,meaning,pinyin,pinyin_initial,pinyin_final,pinyin_tone,nasal_coda,jlpt_level
襟,"[""衣"", ""木"", ""林"", ""示"", ""禁""]","[4812, 2240, 2292, 3606, 3632]",衣,18,キン,"[""キン"", ""コン""]",えり,着物のえり、胸、心思い,jīn,j,in,1,n,N1
謹,"[""言"", ""口""]","[4935, 593]",言,17,キン,"[""キン""]",つつし・む,丁寧に畏（かしこ）まる,jǐn,j,in,3,n,N1
近,"[""斤""]",[2095],道-首,7,キン,"[""キン"", ""コン""]",ちか・い,距離が短い,jìn,j,in,4,n,N4
金,[],[],金,8,キン,"[""キン"", ""コン""]",かね,銭,jīn,j,in,1,n,N5
吟,"[""口"", ""今""]","[593, 90]",口,7,ギン,"[""ギン""]",,詠う、朗読,yín,y,in,2,n,N1
銀,"[""金"", ""艮""]","[5534, 4387]",金,14,ギン,"[""ギン""]",しろがね,白金（しろがね）、金銭,yín,y,in,2,n,N5
九,"[""丿"", ""乙""]","[29, 41]",乙,2,キュウ,"[""キュウ"", ""ク""]",ここの・つ,,jiǔ,j,iu,3,none,N5
倶,"[""目"", ""一"", ""八"", ""具""]","[3470, 0, 325, 332]",人,10,ク,"[""ク"", ""グ""]",,供に、みんな揃って,jù,j,u,4,none,N1
句,"[""勹"", ""口""]","[496, 593]",口,5,ク,"[""ク""]",,言葉や文章の区切り,jù,j,u,4,none,N1
区,"[""匚""]",[512],匚,5,ク,"[""ク""]",,,qū,q,u,1,none,N4
狗,"[""勹"", ""口"", ""句""]","[496, 593, 595]",犬,8,ク,"[""ク"", ""コウ""]",いぬ,犬の総称、小犬,gǒu,g,ou,3,none,N1
玖,"[""王"", ""久""]","[3207, 32]",王,7,キュウ,"[""キュウ""]",,数字の「九」,jiǔ,j,iu,3,none,N1
矩,"[""大"", ""矢"", ""巨""]","[994, 3530, 1360]",矢,10,ク,"[""ク""]",のり,法律、さしがね（定規）、四角,jǔ,j,u,3,none,N1
苦,"[""十"", ""口"", ""古""]","[527, 593, 594]",艸,8,ク,"[""ク"", ""コ""]",くる・しい、にが・い,辛い,kǔ,k,u,3,none,N3
躯,"[""身"", ""匚"", ""区""]","[5271, 512, 523]",身,11,ク,"[""ク""]",,体,qū,q,u,1,none,N1+
駆,"[""馬"", ""匚"", ""区""]","[6005, 512, 523]",馬,14,ク,"[""ク""]",か・ける,馬に乗って走る,qū,q,u,1,none,N1
駈,"[""馬"", ""丘""]","[6005, 16]",馬,15,ク,"[""ク""]",か・ける,駆ける、馬に乗って走る,qū,q,u,1,none,N1+
駒,"[""馬"", ""勹"", ""口"", ""句""]","[6005, 496, 593, 595]",馬,15,ク,"[""ク""]",こま,馬の総称、将棋の盤上で動かすもの,jū,j,u,1,none,N1+
具,"[""目"", ""一"", ""八""]","[3470, 0, 325]",八,8,グ,"[""グ""]",そな・わる、つぶさ・に,供える、詳しく,jù,j,u,4,none,N3
愚,"[""日"", ""禺"", ""心""]","[2122, 3647, 1563]",心,13,グ,"[""グ""]",おろ・か,,yú,y,u,2,none,N1
虞,"[""七"", ""虍"", ""口"", ""八"", ""呉""]","[2, 4670, 593, 325, 646]",虍,13,グ,"[""グ""]",,おそれる,yú,y,u,2,none,N1+
喰,"[""口"", ""艮"", ""良"", ""食""]","[593, 4387, 4388, 5957]",口,12,ショク,"[""ショク""]",く・う,食べる,cān,c,an,1,n,N1+
空,"[""宀"", ""穴"", ""工""]","[1151, 3707, 1357]",穴,8,クウ,"[""クウ"", ""コウ""]",そら、から、あ・く、うつ・ろ,,kōng,k,ong,1,ng,N5
偶,"[""日"", ""禺""]","[2122, 3647]",人,11,グウ,"[""グウ"", ""グ"", ""ゴ""]",,人形,ǒu,,ou,3,none,N1
寓,"[""宀"", ""日"", ""禺""]","[1151, 2122, 3647]",宀,12,グ,"[""グ"", ""グウ""]",,身を寄せる、仮住まい,yù,y,u,4,none,N1+
遇,"[""日"", ""禺""]","[2122, 3647]",道-首,12,グウ,"[""グウ"", ""グ""]",あ・う,出会う,yù,y,u,4,none,N1
隅,"[""日"", ""禺""]","[2122, 3647]",阜,12,グウ,"[""グウ"", ""グ""]",すみ,角,yú,y,u,2,none,N1
串,"[""口""]",[593],中-口,7,セン,"[""セン""]",くし,貫く,chuàn,ch,uan,4,n,N1
櫛,"[""木"", ""竹"", ""即"", ""節""]","[2240, 3761, 552, 3829]",木,17,シツ,"[""シツ""]",くし,毛髪をすく道具,zhì,zh,i,4,none,N1+
釧,"[""金"", ""川""]","[5534, 1353]",金,11,セン,"[""セン""]",,腕輪,chuàn,ch,uan,4,n,N1+
屑,"[""尸"", ""月"", ""肖""]","[1241, 2225, 4222]",尸,10,セツ,"[""セツ""]",くず,廃物,xiè,x,ie,4,none,N1+
屈,"[""尸"", ""出""]","[1241, 393]",尸,8,クツ,"[""クツ""]",かが・む,,qū,q,u,1,none,N1
掘,"[""尸"", ""出"", ""屈""]","[1241, 393, 1253]",手,11,クツ,"[""クツ""]",ほ・る,穴をあける,jué,j,ue,2,none,N1
窟,"[""宀"", ""八"", ""穴"", ""尸"", ""出"", ""屈""]","[1151, 325, 3707, 1241, 393, 1253]",穴,13,クツ,"[""クツ"", ""コツ""]",,洞穴,kū,k,u,1,none,N1
沓,"[""水"", ""日""]","[2682, 2122]",水,8,トウ,"[""トウ""]",くつ,,dá,d,a,2,none,N1+
靴,"[""廿"", ""口"", ""十"", ""革"", ""匕"", ""化""]","[1473, 593, 527, 5865, 508, 509]",革,13,カ,"[""カ""]",くつ,足に履くもの,xuē,x,ue,1,none,N1
轡,"[""糸"", ""車"", ""口""]","[3930, 5280, 593]",車,22,ヒ,"[""ヒ""]",くつわ,手綱、馬の口にはめる金具,pèi,p,ei,4,none,N1+
窪,"[""宀"", ""八"", ""穴"", ""土"", ""圭""]","[1151, 325, 3707, 844, 848]",穴,14,ワイ,"[""ワイ""]",くぼ,地面のへこんだ所,wā,w,a,1,none,N1+
熊,"[""厶"", ""月"", ""匕"", ""能""]","[574, 2225, 508, 4258]",火,14,ユウ,"[""ユウ""]",くま,,xióng,x,iong,2,ng,N1+
隈,"[""田"", ""畏""]","[3303, 3319]",阜,12,ワイ,"[""ワイ""]",くま,隅、濃い色と薄い色の境目,wēi,w,ei,1,none,N1+
粂,"[""久"", ""米""]","[32, 3881]",米,9,,[],くめ,「久」と「米」の合語で、人名に用いられる,zhāi,zh,ai,1,none,N1+
栗,"[""西"", ""木""]","[4899, 2240]",木,10,リツ,"[""リツ""]",くり,果樹の一種,lì,l,i,4,none,N1+
繰,"[""幺"", ""小"", ""糸"", ""口"", ""品"", ""木""]","[1415, 1230, 3930, 593, 685, 2240]",糸,19,ソウ,"[""ソウ""]",く・る,たぐる,zǎo,z,ao,3,none,N1
桑,"[""又"", ""木""]","[578, 2240]",木,10,ソウ,"[""ソウ""]",くわ,木の名,sāng,s,ang,1,ng,N1+
鍬,"[""金"", ""千"", ""木"", ""禾"", ""人"", ""火"", ""秋""]","[5534, 528, 2240, 3649, 83, 3012, 3654]",金,17,ショウ,"[""ショウ""]",くわ,くわ（農具）,qiāo,q,iao,1,none,N1+
勲,"[""十"", ""千"", ""日"", ""土"", ""重"", ""力"", ""動""]","[527, 528, 2122, 844, 5530, 457, 479]",力,15,クン,"[""クン""]",いさお,手柄,xūn,x,un,1,n,N1
君,"[""尹"", ""口""]","[1242, 593]",口,7,クン,"[""クン""]",きみ,,jūn,j,un,1,n,N3
薫,"[""十"", ""千"", ""日"", ""土"", ""重""]","[527, 528, 2122, 844, 5530]",艸,16,クン,"[""クン""]",かお・る,良い香り、いぶす,xūn,x,un,1,n,N1
訓,"[""言"", ""川""]","[4935, 1353]",言,10,クン,"[""クン"", ""キン""]",おし・える,教える、諌（いさ）める、諭（さと）す,xùn,x,un,4,n,N1+
群,"[""尹"", ""口"", ""君"", ""羊""]","[1242, 593, 625, 4134]",羊,13,グン,"[""グン""]",むら、む・れる,多く集まること,qún,q,un,2,n,N1+
軍,"[""冖"", ""車""]","[349, 5280]",車,9,グン,"[""グン"", ""クン""]",いくさ,,jūn,j,un,1,n,N1+
郡,"[""尹"", ""口"", ""君""]","[1242, 593, 625]",邑,10,グン,"[""グン""]",こおり,地方行政区画の呼称,jùn,j,un,4,n,N4
卦,"[""土"", ""圭"", ""卜""]","[844, 848, 543]",卜,8,カ,"[""カ""]",うらない,,guà,g,ua,4,none,N1+
袈,"[""力"", ""口"", ""加"", ""亠"", ""衣""]","[457, 593, 459, 69, 4812]",衣,11,カ,"[""カ"", ""ケ""]",,僧の衣,jiā,j,ia,1,none,N1+
祁,[],[],示,8,キ,"[""キ""]",,盛ん、大きい,qí,q,i,2,none,N1+
係,"[""幺"", ""小"", ""糸"", ""系""]","[1415, 1230, 3930, 3932]",人,9,ケイ,"[""ケイ""]",かか・る、かかり,つながる、担当,xì,x,i,4,none,N4
傾,"[""自"", ""目"", ""貝"", ""頁""]","[4336, 3470, 5126, 5905]",人,13,ケイ,"[""ケイ""]",かたむ・く,斜めになる、偏る,qīng,q,ing,1,ng,N1+
刑,"[""二""]",[57],刀,6,ケイ,"[""ケイ"", ""キョウ""]",,のり（法、則）、則る、仕置き,xíng,x,ing,2,ng,N2
兄,"[""口"", ""儿""]","[593, 301]",儿,5,ケイ・キョウ,"[""ケイ・キョウ""]",あに,,xiōng,x,iong,1,ng,N5
啓,"[""尸"", ""戸"", ""攵"", ""口""]","[1241, 1806, 2050, 593]",口,11,ケイ,"[""ケイ""]",,開く、人の目をひらいて物事を理解させる,qǐ,q,i,3,none,N1
圭,"[""土""]",[844],土,6,ケイ,"[""ケイ""]",,,guī,g,ui,1,none,N1+
珪,"[""王"", ""土"", ""圭""]","[3207, 844, 848]",玉,10,ケイ,"[""ケイ""]",,,guī,g,ui,1,none,N1+
型,"[""二"", ""刑"", ""土""]","[57, 405, 844]",土,9,ケイ,"[""ケイ""]",かた,,xíng,x,ing,2,ng,N1+
契,"[""刀"", ""大""]","[396, 994]",大,9,ケイ,"[""ケイ"", ""ケツ""]",ちぎ・る,約束するる,qì,q,i,4,none,N1+
形,"[""二"", ""刑"", ""彡""]","[57, 405, 1517]",彡,7,ギョウ,"[""ギョウ"", ""ケイ""]",かた、かたち,外に現れた姿,xíng,x,ing,2,ng,N4
径,"[""彳"", ""又"", ""土""]","[1527, 578, 844]",彳,8,ケイ,"[""ケイ""]",,小道,jìng,j,ing,4,ng,N1+
恵,"[""一"", ""由"", ""心""]","[0, 3304, 1563]",心,10,ケイ,"[""ケイ"", ""エ""]",めぐ・む,与える、憐れむ、慈しむ,huì,h,ui,4,none,N3
慶,"[""广"", ""心"", ""夂""]","[1420, 1563, 980]",心,15,ケイ,"[""ケイ"", ""キョウ""]",よろこ・ぶ,めでいたこと,qìng,q,ing,4,ng,N1+
慧,"[""彗"", ""心""]","[1513, 1563]",心,15,ケイ,"[""ケイ""]",,賢い、知恵,huì,h,ui,4,none,N1+
憩,"[""千"", ""口"", ""舌"", ""自"", ""心""]","[528, 593, 4351, 4336, 1563]",心,16,ケイ,"[""ケイ""]",いこ・う、いこい,一息つく、休む,qì,q,i,4,none,N1+
掲,"[""日"", ""勹"", ""匕"", ""匂""]","[2122, 496, 508, 501]",手,11,ケイ,"[""ケイ""]",かか・げる,高く差し上げる,jiē,j,ie,1,none,N1
携,"[""隹"", ""乃""]","[5794, 31]",手,13,ケイ,"[""ケイ""]",たずさ・える,手を捧げて持つ,xié,x,ie,2,none,N1
敬,"[""勹"", ""口"", ""句"", ""攵""]","[496, 593, 595, 2050]",攴,12,ケイ,"[""ケイ"", ""キョウ""]",,,jìng,j,ing,4,ng,N2
景,"[""日"", ""亠"", ""口"", ""小"", ""京""]","[2122, 69, 593, 1230, 77]",日,12,ケイ,"[""ケイ""]",,,jǐng,j,ing,3,ng,N1+
桂,"[""木"", ""土"", ""圭""]","[2240, 844, 848]",木,10,ケイ,"[""ケイ""]",かつら,常緑樹の名,guì,g,ui,4,none,N1+
渓,"[""夫""]",[997],水,11,ケイ,"[""ケイ""]",たに,谷、谷川,xī,x,i,1,none,N1
畦,"[""田"", ""土"", ""圭""]","[3303, 844, 848]",田,11,ケイ,"[""ケイ""]",あぜ,田の間の道,qí,q,i,2,none,N1+
稽,"[""千"", ""木"", ""禾"", ""尤"", ""上"", ""匕"", ""日"", ""旨""]","[528, 2240, 3649, 1237, 6, 508, 2122, 2125]",禾,15,ケイ,"[""ケイ""]",,引き比べて考える,jī,j,i,1,none,N1+
系,"[""丿"", ""幺"", ""小"", ""糸""]","[29, 1415, 1230, 3930]",糸,7,ケイ,"[""ケイ"", ""ゲ""]",,,xì,x,i,4,none,N2
経,"[""幺"", ""小"", ""糸"", ""又"", ""土""]","[1415, 1230, 3930, 578, 844]",糸,11,キョウ,"[""キョウ"", ""ケイ""]",へ・る、た・つ,通り抜ける、過ぎる、縦糸,jīng,j,ing,1,ng,N4
継,"[""幺"", ""小"", ""糸"", ""米""]","[1415, 1230, 3930, 3881]",糸,13,ケイ,"[""ケイ""]",つ・ぐ,切れた糸をつなぐ,jì,j,i,4,none,N1
繋,"[""車"", ""几"", ""又"", ""殳"", ""幺"", ""小"", ""糸""]","[5280, 380, 578, 2649, 1415, 1230, 3930]",糸,17,ケイ,"[""ケイ"", ""ケ""]",つな・ぐ、かか・る,,jì,j,i,4,none,N1+
罫,"[""土"", ""圭"", ""卜"", ""卦""]","[844, 848, 543, 546]",网,13,ケイ,"[""ケイ""]",,筋目、縦横の線,guà,g,ua,4,none,N1+
茎,"[""又"", ""土""]","[578, 844]",艸,8,ケイ,"[""ケイ""]",くき,草木の地上にのびた細長い部分,jīng,j,ing,1,ng,N1
荊,"[""二"", ""刑""]","[57, 405]",艸,9,ケイ,"[""ケイ""]",いばら,罪人を打ち付ける杖に使う木,jīng,j,ing,1,ng,N1+
蛍,"[""冖"", ""虫""]","[349, 4680]",虫,11,ケイ,"[""ケイ""]",ほたる,虫の名,yíng,y,ing,2,ng,N1
計,"[""言"", ""十""]","[4935, 527]",言,9,ケイ,"[""ケイ""]",はか・る,数える、考える、企てる,jì,j,i,4,none,N4
詣,"[""言"", ""匕"", ""日"", ""旨""]","[4935, 508, 2122, 2125]",言,13,ケイ,"[""ケイ""]",もう・でる,,yì,y,i,4,none,N1+
警,"[""勹"", ""口"", ""句"", ""攵"", ""敬"", ""言""]","[496, 593, 595, 2050, 2073, 4935]",言,19,ケイ,"[""ケイ""]",,戒める、禁ずる,jǐng,j,ing,3,ng,N4
軽,"[""車"", ""又"", ""土""]","[5280, 578, 844]",車,12,ケイ,"[""ケイ""]",かる・い、かろ・やか,,zhì,zh,i,4,none,N4
頚,"[""又"", ""土"", ""自"", ""目"", ""貝"", ""頁""]","[578, 844, 4336, 3470, 5126, 5905]",頁,14,ケイ,"[""ケイ""]",,喉首（のどくび）,jǐng,j,ing,3,ng,N1+
鶏,"[""夫"", ""鳥""]","[997, 6187]",鳥,19,ケイ,"[""ケイ""]",にわとり,家禽の一種,jī,j,i,1,none,N1
芸,"[""二"", ""厶"", ""云""]","[57, 574, 59]",艸,7,ゲイ,"[""ゲイ""]",,才能、技（わざ）、草木を植えること,yún,y,un,2,n,N3
迎,"[""卩""]",[547],道-首,7,ゲイ,"[""ゲイ""]",むか・える,出向いてむかえる,yíng,y,ing,2,ng,N2
鯨,"[""田"", ""魚"", ""亠"", ""口"", ""小"", ""京""]","[3303, 6114, 69, 593, 1230, 77]",魚,19,ゲイ,"[""ゲイ""]",くじら,,jīng,j,ing,1,ng,N1
劇,"[""七"", ""虍"", ""豕""]","[2, 4670, 5106]",刀,15,ゲキ,"[""ゲキ""]",,激しい、芝居,jù,j,u,4,none,N1+
戟,"[""十"", ""日"", ""戈""]","[527, 2122, 1781]",戈,12,ゲキ,"[""ゲキ"", ""ケキ""]",,ほこ（敵をひっかけたり突いたりする武器）,jǐ,j,i,3,none,N1+
撃,"[""車"", ""斤"", ""斬"", ""手""]","[5280, 2095, 2099, 1814]",手,15,ゲキ,"[""ゲキ"", ""ケキ""]",う・つ,手や物で強く打つ,jī,j,i,1,none,N1
激,"[""白"", ""亠"", ""万"", ""方"", ""攵""]","[3428, 69, 3, 2104, 2050]",水,16,ゲキ,"[""ゲキ""]",はげ・しい,,jī,j,i,1,none,N1+
隙,"[""小"", ""日""]","[1230, 2122]",阜,13,ゲキ・ケキ,"[""ゲキ・ケキ""]",ひま、すき,物と物の間のすきま,xì,x,i,4,none,N1+
桁,"[""木"", ""彳"", ""行""]","[2240, 1527, 4801]",木,10,コウ,"[""コウ""]",けた,柱の上に渡した横木,héng,h,eng,2,ng,N1+
傑,"[""夕"", ""舛"", ""木"", ""桀""]","[985, 4359, 2240, 2354]",人,12,ケツ,"[""ケツ""]",,才知が並外れて優れている,jié,j,ie,2,none,N1
欠,"[""人""]",[83],欠,4,ケツ,"[""ケツ""]",か・ける,不足する、壊れる,qiàn,q,ian,4,n,N1
決,"[""人"", ""大"", ""夬""]","[83, 994, 998]",水,7,ケツ,"[""ケツ""]",き・める,定める、判別する、きっと,jué,j,ue,2,none,N4
潔,"[""刀"", ""幺"", ""小"", ""糸""]","[396, 1415, 1230, 3930]",水,15,ケツ,"[""ケツ""]",いさぎよ・い,汚れがなく清らか,jié,j,ie,2,none,N1
穴,"[""宀"", ""八""]","[1151, 325]",宀,5,ケツ,"[""ケツ"", ""ゲチ""]",あな,室（むろ）,xué,x,ue,2,none,N1
結,"[""幺"", ""小"", ""糸"", ""士"", ""口"", ""吉""]","[1415, 1230, 3930, 967, 593, 616]",糸,11,ケツ,"[""ケツ"", ""キツ""]",むす・ぶ、ゆ・う,,jié,j,ie,2,none,N3
血,"[""皿""]",[3450],血,6,ケツ,"[""ケツ""]",ち,,xuè,x,ue,4,none,N1
訣,"[""言"", ""人"", ""大"", ""夬""]","[4935, 83, 994, 998]",言,11,ケツ,"[""ケツ""]",,別れる,jué,j,ue,2,none,N1+
月,[],[],月,4,ゲツ,"[""ゲツ"", ""ガツ""]",つき,,yuè,y,ue,4,none,N5
件,"[""牛""]",[3125],人,6,ケン,"[""ケン""]",くだん,物事を数える語,jiàn,j,ian,4,n,N3
倹,"[""一"", ""口"", ""人""]","[0, 593, 83]",人,10,ケン,"[""ケン""]",,慎ましい,jiǎn,j,ian,3,n,N1
倦,"[""己"", ""巻""]","[1363, 1369]",人,11,ケン,"[""ケン""]",う・む,飽きる,juàn,j,uan,4,n,N1+
健,"[""二"", ""聿"", ""廴"", ""建""]","[57, 4213, 1465, 1469]",人,11,ケン,"[""ケン""]",すこ・やか,体が丈夫なこと,jiàn,j,ian,4,n,N1+
兼,[],[],八,10,ケン,"[""ケン""]",か・ねる,二つ以上かけもつ,jiān,j,ian,1,n,N1+
券,"[""刀""]",[396],刀,8,ケン,"[""ケン""]",,札、切符、割符,quàn,q,uan,4,n,N2
剣,"[""一"", ""口"", ""人""]","[0, 593, 83]",刀,10,ケン,"[""ケン""]",つるぎ,まっすぐで両側に刃がある刀,jiàn,j,ian,4,n,N1
喧,"[""口"", ""宀"", ""一"", ""日"", ""亘"", ""宣""]","[593, 1151, 0, 2122, 63, 1171]",口,12,ケン,"[""ケン""]",かまびす・しい、やかま・しい,,xuān,x,uan,1,n,N1+
圏,"[""囗"", ""己"", ""巻""]","[816, 1363, 1369]",囗,11,ケン,"[""ケン""]",,限定された区域、範囲,quān,q,uan,1,n,N1
堅,"[""臣"", ""又"", ""土""]","[4332, 578, 844]",土,12,ケン,"[""ケン""]",かた・い,固い、まじめ、動かない,jiān,j,ian,1,n,N1
嫌,"[""女"", ""兼""]","[1028, 334]",女,13,ケン,"[""ケン"", ""ゲン""]",いや、きら・う,好きでない,xián,x,ian,2,n,N1
建,"[""二"", ""聿"", ""廴""]","[57, 4213, 1465]",廴,9,ケン,"[""ケン"", ""コン""]",た・てる,,jiàn,j,ian,4,n,N4
憲,"[""宀"", ""心""]","[1151, 1563]",心,16,ケン,"[""ケン""]",のり,手本とすべききまり,xiàn,x,ian,4,n,N1
懸,"[""目"", ""県"", ""丿"", ""幺"", ""小"", ""糸"", ""心""]","[3470, 3482, 29, 1415, 1230, 3930, 1563]",心,20,ケン,"[""ケン""]",か・ける,ひっかける、吊るす、ぶら下がる,xuán,x,uan,2,n,N1
拳,"[""手""]",[1814],手,10,ケン,"[""ケン""]",こぶし,まるく握ったこぶし,quán,q,uan,2,n,N1+
捲,"[""己"", ""巻""]","[1363, 1369]",手,12,ケン,"[""ケン""]",,巻く,juǎn,j,uan,3,n,N1+
検,"[""木"", ""一"", ""口"", ""人""]","[2240, 0, 593, 83]",木,12,ケン,"[""ケン""]",,調べる、取り締まる,jiǎn,j,ian,3,n,N1+
権,"[""木"", ""隹""]","[2240, 5794]",木,15,ケン,"[""ケン"", ""ゴン""]",,計る、力や重み,quán,q,uan,2,n,N3
牽,"[""亠"", ""冖"", ""厶"", ""牛"", ""牟""]","[69, 349, 574, 3125, 3127]",牛,11,ケン,"[""ケン""]",,綱をつけて引っ張る,qiān,q,ian,1,n,N1+
犬,"[""大"", ""丶""]","[994, 24]",犬,4,ケン,"[""ケン""]",いぬ,動物の一種,quǎn,q,uan,3,n,N5
献,"[""十"", ""冂"", ""南"", ""犬""]","[527, 336, 540, 3146]",犬,13,ケン,"[""ケン"", ""コン""]",,目上の人に物を差し上げる,xiàn,x,ian,4,n,N1
研,"[""口"", ""石"", ""二""]","[593, 3538, 57]",石,9,ケン,"[""ケン""]",と・ぐ,磨いて表面を平らにする,yán,y,an,2,n,N4
硯,"[""口"", ""石"", ""目"", ""儿"", ""見""]","[593, 3538, 3470, 301, 4906]",石,12,ケン,"[""ケン""]",すずり,墨をする石,yàn,y,an,4,n,N1+
絹,"[""幺"", ""小"", ""糸"", ""口"", ""月""]","[1415, 1230, 3930, 593, 2225]",糸,13,ケン,"[""ケン""]",きぬ,,juàn,j,uan,4,n,N1
県,"[""目"", ""小""]","[3470, 1230]",目,9,ケン,"[""ケン""]",あがた,,xiàn,x,ian,4,n,N4
肩,"[""尸"", ""戸"", ""月""]","[1241, 1806, 2225]",月,8,ケン,"[""ケン""]",かた,腕の付け根,jiān,j,ian,1,n,N3
見,"[""目"", ""儿""]","[3470, 301]",見,7,ケン,"[""ケン""]",み・る,,jiàn,j,ian,4,n,N5
謙,"[""言"", ""兼""]","[4935, 334]",言,17,ケン,"[""ケン""]",,一歩退いて人に譲る,qiān,q,ian,1,n,N1
賢,"[""臣"", ""又"", ""目"", ""貝""]","[4332, 578, 3470, 5126]",貝,16,ケン,"[""ケン""]",かしこ・い,才知や徳が優れている,xián,x,ian,2,n,N1
軒,"[""車"", ""干""]","[5280, 1408]",車,10,ケン,"[""ケン""]",のき,庇（ひさし）,xuān,x,uan,1,n,N1+
遣,"[""口""]",[593],道-首,13,ケン,"[""ケン""]",つか・わす、や・る,使い、与える,qiǎn,q,ian,3,n,N1
鍵,"[""金"", ""二"", ""聿"", ""廴"", ""建""]","[5534, 57, 4213, 1465, 1469]",金,17,ケン,"[""ケン""]",かぎ,錠前を開ける道具,jiàn,j,ian,4,n,N1
険,"[""一"", ""口"", ""人""]","[0, 593, 83]",阜,11,ケン,"[""ケン""]",けわ・しい,山の頂きが剣のように切り立っているさま,xiǎn,x,ian,3,n,N2
顕,"[""自"", ""目"", ""貝"", ""頁"", ""日""]","[4336, 3470, 5126, 5905, 2122]",頁,18,ケン,"[""ケン""]",あきら,明らか、明らかにする,xiǎn,x,ian,3,n,N1
験,"[""馬"", ""一"", ""口"", ""人""]","[6005, 0, 593, 83]",馬,18,ケン,"[""ケン"", ""ゲン""]",ため・す、しるし、げん,,yàn,y,an,4,n,N5
鹸,"[""囗"", ""鹵"", ""口"", ""人""]","[816, 6263, 593, 83]",鹵,19,ケン,"[""ケン"", ""カン"", ""セン""]",,地中の塩分,jiǎn,j,ian,3,n,N1+
元,"[""儿""]",[301],儿,4,ゲン,"[""ゲン"", ""ガン""]",もと,,yuán,y,uan,2,n,N4
原,"[""厂"", ""日"", ""小""]","[559, 2122, 1230]",厂,10,ゲン,"[""ゲン"", ""ガン""]",はら,広くて平らな土地,yuán,y,uan,2,n,N3
厳,"[""厂"", ""工"", ""耳"", ""攵"", ""敢""]","[559, 1357, 4187, 2050, 2070]",ツ,17,ゲン,"[""ゲン"", ""ゴン""]",おごそ・か、きび・しい、いかめ・しい、いか・つい,,yán,y,an,2,n,N1
幻,"[""幺""]",[1415],幺,4,ゲン,"[""ゲン""]",まぼろし,実在しないものが、あるかのように見えるもの,huàn,h,uan,4,n,N1
弦,"[""弓"", ""亠"", ""幺"", ""玄""]","[1485, 69, 1415, 3204]",弓,8,ゲン,"[""ゲン""]",つる,弓に張る糸、楽器の糸,xián,x,ian,2,n,N1
減,"[""厂"", ""口"", ""戊"", ""咸""]","[559, 593, 1783, 680]",水,12,ゲン,"[""ゲン""]",へ・る,少なくなる,jiǎn,j,ian,3,n,N2
源,"[""厂"", ""日"", ""小"", ""原""]","[559, 2122, 1230, 564]",水,13,ゲン,"[""ゲン""]",みなもと,流れの元,yuán,y,uan,2,n,N1
玄,"[""亠"", ""幺""]","[69, 1415]",玄,5,ゲン,"[""ゲン""]",,やや赤味をおびた黒,xuán,x,uan,2,n,N1
現,"[""王"", ""目"", ""儿"", ""見""]","[3207, 3470, 301, 4906]",王,11,ゲン,"[""ゲン""]",あらわ・す、あらわ・れる,見えるようになる,xiàn,x,ian,4,n,N3
絃,"[""幺"", ""小"", ""糸"", ""亠"", ""幺"", ""玄""]","[1415, 1230, 3930, 69, 1415, 3204]",糸,11,ゲン,"[""ゲン""]",,楽器の糸,xián,x,ian,2,n,N1+
舷,"[""舟"", ""亠"", ""幺"", ""玄""]","[4362, 69, 1415, 3204]",舟,11,ゲン,"[""ゲン""]",,船端、船縁,xián,x,ian,2,n,N1+
言,[],[],言,7,ゲン,"[""ゲン"", ""ゴン""]",い・う、こと,口をきく,yán,y,an,2,n,N1
諺,"[""言"", ""立"", ""彡"", ""彦""]","[4935, 3738, 1517, 1519]",言,16,ゲン,"[""ゲン""]",ことわざ,,yàn,y,an,4,n,N1+
限,"[""艮""]",[4387],阜,9,ゲン,"[""ゲン"", ""カン""]",かぎ・る,範囲,xiàn,x,ian,4,n,N2
乎,[],[],丿,5,コ,"[""コ"", ""ゴ""]",,,hū,h,u,1,none,N1+
個,"[""囗"", ""十"", ""口"", ""古""]","[816, 527, 593, 594]",人,10,コ,"[""コ"", ""カ""]",,物の数を数える言葉,gè,g,e,4,none,N1
古,"[""十"", ""口""]","[527, 593]",口,5,コ,"[""コ""]",ふる・い,,gǔ,g,u,3,none,N5
